07,XX,XX,08,11,XX,XX,22,27,XX,29,XX,XX,42,58,59,XX,63,64,80,XX,83,XX,87,88,XX,XX,08,09,12,XX,XX,18,XX,XX,36,39,40,XX,XX,41,43,53,XX,XX,63,65,69,XX,XX,XX,75,XX,90,XX,07,XX,08,XX,17,XX,19,40,47,XX,54,XX,XX,59,60,XX,61,XX,68,72,XX,74,82,85,XX,XX,0915
10,15,23,XX,41,XX,XX,54,XX,XX,XX,61,63,XX,XX,67,70,76,79,XX,80,84,86,XX,XX,XX,88,XX,06,17,XX,20,24,XX,32,XX,XX,XX,37,41,43,XX,50,XX,51,XX,56,64,67,XX,68,XX,XX,71,XX,01,02,18,21,22,XX,XX,XX,XX,XX,25,43,XX,XX,45,47,51,XX,59,74,XX,76,84,XX,89,XX,0916
02,03,XX,XX,XX,XX,06,07,16,22,28,XX,47,53,59,XX,XX,XX,XX,63,73,87,88,XX,XX,XX,90,10,XX,XX,16,19,26,XX,XX,29,XX,XX,34,37,XX,39,57,58,XX,XX,XX,XX,67,69,74,86,XX,90,01,06,07,21,XX,XX,XX,XX,27,XX,XX,33,XX,42,44,57,64,XX,65,XX,74,76,87,XX,XX,XX,88,0917
02,XX,04,XX,10,14,XX,25,XX,XX,41,46,48,50,XX,XX,59,XX,60,XX,XX,71,77,XX,XX,81,84,04,05,06,XX,XX,XX,25,XX,29,38,45,XX,46,50,57,XX,XX,XX,62,63,67,XX,XX,XX,69,88,XX,03,XX,05,XX,07,XX,13,19,XX,XX,XX,25,33,XX,34,XX,39,48,XX,XX,XX,51,53,54,XX,62,79,0918
XX,XX,05,06,XX,08,18,XX,26,XX,XX,XX,30,XX,35,37,49,71,75,77,83,XX,84,XX,XX,XX,89,XX,02,05,XX,10,XX,16,XX,19,21,30,XX,XX,XX,38,52,XX,53,69,79,80,XX,86,XX,XX,87,XX,09,20,XX,XX,24,26,XX,XX,39,XX,XX,52,56,61,62,69,XX,XX,XX,74,79,80,XX,86,87,XX,XX,0919
XX,08,XX,XX,12,16,XX,26,40,43,XX,46,68,71,XX,77,XX,XX,81,XX,XX,XX,84,86,87,90,XX,XX,01,18,XX,XX,24,29,30,XX,XX,XX,XX,33,XX,38,46,48,62,67,XX,70,71,73,XX,XX,XX,75,01,XX,XX,06,09,XX,XX,17,18,XX,27,34,37,XX,XX,39,XX,41,66,XX,70,XX,XX,74,78,83,XX,0920
XX,XX,11,XX,18,21,XX,23,40,45,48,49,XX,56,XX,XX,XX,58,63,XX,XX,XX,XX,74,75,76,85,03,XX,XX,05,XX,XX,06,08,09,XX,14,XX,XX,20,26,48,XX,52,XX,55,XX,57,XX,XX,68,74,75,01,XX,02,XX,11,XX,12,13,XX,27,34,40,42,XX,49,XX,XX,XX,68,69,XX,XX,71,XX,77,90,XX,0921
01,XX,XX,04,06,XX,XX,07,16,XX,17,XX,23,XX,28,34,XX,43,50,51,XX,XX,57,XX,XX,75,87,XX,07,21,22,XX,XX,XX,23,35,39,48,65,XX,69,75,XX,XX,XX,79,86,XX,XX,XX,87,XX,88,89,XX,02,07,XX,XX,08,16,XX,18,19,XX,XX,XX,26,XX,28,30,46,47,77,79,XX,89,90,XX,XX,XX,0922
06,11,XX,XX,XX,14,22,26,XX,28,XX,XX,30,XX,33,XX,42,51,65,XX,68,76,XX,80,81,XX,XX,XX,XX,11,13,19,XX,33,XX,35,36,XX,XX,42,46,48,XX,54,XX,59,66,XX,XX,70,XX,80,XX,85,04,10,XX,15,17,XX,23,XX,XX,XX,27,28,47,XX,48,XX,XX,58,XX,61,XX,XX,64,XX,70,88,90,0923
XX,XX,05,06,15,XX,XX,20,22,25,XX,31,32,XX,XX,35,37,XX,43,50,60,XX,65,XX,73,XX,XX,05,08,18,25,XX,XX,XX,27,XX,35,38,XX,XX,41,XX,XX,47,50,XX,60,69,XX,75,86,XX,XX,87,XX,03,04,XX,07,17,XX,XX,22,XX,25,34,39,45,XX,XX,XX,57,63,75,XX,76,82,XX,83,XX,XX,0924
XX,07,XX,10,XX,32,35,36,XX,XX,XX,39,41,51,61,XX,62,XX,XX,73,XX,XX,77,78,85,89,XX,01,02,XX,XX,08,10,19,XX,XX,XX,22,XX,25,30,32,48,XX,XX,XX,49,XX,62,70,XX,81,82,XX,XX,XX,06,07,11,XX,13,14,XX,XX,XX,31,XX,33,48,XX,52,55,XX,XX,57,XX,62,XX,63,65,70,0925
01,02,XX,XX,05,10,XX,XX,12,XX,13,XX,15,XX,25,54,55,XX,XX,61,XX,64,XX,XX,66,82,90,02,XX,XX,XX,03,07,25,29,XX,30,33,42,XX,XX,XX,45,XX,49,53,57,XX,XX,64,72,XX,84,XX,07,XX,15,35,XX,37,XX,45,XX,XX,46,48,XX,56,XX,63,65,XX,XX,69,XX,76,XX,79,80,XX,83,0926
05,XX,09,XX,10,XX,17,XX,20,XX,34,37,XX,41,XX,52,56,XX,74,XX,XX,XX,76,79,XX,80,87,02,XX,XX,04,15,21,XX,25,XX,30,XX,42,58,60,XX,XX,65,XX,XX,74,75,XX,83,XX,84,88,XX,07,13,27,XX,XX,28,XX,36,XX,40,48,XX,XX,XX,XX,55,60,67,XX,69,XX,XX,77,80,82,XX,87,0927
XX,XX,XX,10,15,23,26,XX,29,XX,XX,XX,42,50,60,66,XX,67,75,77,78,81,XX,XX,XX,87,XX,05,XX,06,XX,22,25,XX,XX,28,35,XX,39,40,XX,XX,51,58,XX,59,XX,XX,XX,60,XX,70,72,78,05,XX,25,37,XX,38,43,XX,XX,XX,45,XX,XX,48,58,XX,66,69,76,XX,82,XX,XX,84,87,89,XX,0928
05,06,08,XX,19,XX,25,XX,XX,35,XX,44,56,58,59,XX,XX,XX,66,71,XX,74,XX,XX,83,88,XX,XX,06,XX,08,XX,XX,14,23,30,37,XX,XX,38,XX,43,44,49,XX,XX,51,65,69,XX,76,XX,90,XX,01,XX,XX,11,XX,18,XX,25,26,29,XX,33,43,XX,46,XX,52,XX,66,XX,XX,68,73,75,82,XX,XX,0929
02,04,XX,XX,07,17,XX,XX,22,XX,28,XX,39,XX,XX,42,44,48,XX,51,XX,57,XX,59,61,XX,69,04,05,XX,22,XX,33,36,XX,XX,XX,XX,40,50,XX,XX,51,54,62,65,71,XX,XX,XX,75,82,87,XX,09,XX,XX,XX,13,XX,16,19,25,34,35,50,67,XX,XX,70,XX,XX,XX,72,74,75,XX,XX,84,XX,88,0930
02,XX,08,09,14,16,XX,XX,XX,26,XX,XX,XX,30,32,35,XX,60,XX,XX,69,XX,XX,70,84,87,89,XX,XX,21,23,26,XX,40,XX,41,49,52,XX,XX,XX,62,XX,63,68,XX,70,75,77,XX,XX,84,XX,85,05,XX,12,13,18,23,XX,XX,XX,24,XX,35,XX,36,XX,38,41,XX,48,XX,50,XX,XX,XX,70,77,80,0931
04,05,09,XX,10,XX,XX,16,XX,22,25,26,34,37,XX,XX,XX,XX,56,XX,XX,66,67,69,XX,XX,86,04,14,XX,18,XX,XX,XX,33,36,XX,44,48,49,51,XX,60,XX,XX,67,XX,XX,XX,76,77,XX,81,90,14,XX,XX,15,XX,16,17,XX,21,XX,22,23,26,XX,30,33,XX,XX,XX,35,XX,XX,XX,50,72,83,90,0932
02,XX,XX,05,19,25,XX,XX,37,XX,XX,45,48,56,58,XX,XX,60,62,XX,XX,72,XX,78,81,XX,83,XX,03,06,10,XX,36,44,XX,XX,48,50,XX,59,XX,XX,60,68,XX,XX,77,79,82,XX,XX,XX,86,88,XX,01,06,XX,07,XX,XX,08,11,XX,XX,13,18,28,XX,XX,44,45,XX,48,XX,55,XX,XX,73,83,87,0933
XX,XX,13,17,XX,18,XX,29,31,37,XX,XX,XX,42,XX,52,60,64,67,68,74,XX,XX,XX,84,86,XX,XX,04,XX,XX,XX,12,21,26,29,XX,30,XX,31,XX,33,53,62,XX,XX,63,XX,82,84,XX,86,XX,89,05,10,22,XX,XX,26,XX,XX,31,XX,48,50,51,69,XX,XX,72,XX,XX,XX,75,78,87,88,XX,90,XX,0934
XX,XX,02,05,10,XX,14,40,XX,XX,XX,60,XX,64,XX,66,73,74,XX,XX,77,78,XX,XX,79,84,85,03,XX,08,14,XX,XX,15,XX,16,XX,26,34,XX,XX,41,44,XX,50,XX,XX,51,XX,53,XX,55,57,75,XX,XX,06,11,XX,XX,13,16,27,31,XX,33,XX,44,64,XX,XX,66,68,XX,XX,69,79,85,90,XX,XX,0935
XX,XX,07,16,19,XX,XX,34,35,XX,37,50,XX,XX,52,XX,55,60,XX,XX,69,XX,81,83,XX,84,86,XX,01,05,06,XX,21,XX,XX,22,29,XX,XX,41,XX,45,60,XX,64,66,68,XX,80,82,89,XX,XX,XX,01,06,XX,XX,18,31,XX,34,XX,35,37,51,52,XX,XX,XX,XX,58,59,XX,XX,63,74,XX,XX,77,85,0936
01,XX,XX,08,12,13,XX,XX,14,XX,20,27,34,XX,XX,39,XX,40,41,XX,XX,63,XX,XX,78,86,88,XX,XX,XX,XX,05,15,21,25,26,XX,33,XX,34,XX,51,52,XX,57,XX,62,78,82,XX,83,XX,XX,87,05,32,XX,40,XX,43,44,XX,XX,46,XX,47,48,50,55,XX,XX,XX,66,XX,68,XX,XX,XX,69,82,85,0937
05,XX,XX,XX,08,12,XX,16,19,XX,XX,21,26,XX,XX,33,34,57,XX,66,XX,XX,71,73,XX,78,83,09,18,XX,20,XX,XX,21,22,XX,XX,XX,37,38,42,43,59,XX,XX,66,XX,68,XX,73,XX,XX,81,83,XX,01,XX,02,04,05,XX,XX,09,18,XX,37,44,56,XX,XX,63,XX,77,78,80,85,XX,XX,XX,XX,87,0938
XX,XX,02,12,XX,25,27,31,XX,34,35,XX,41,XX,XX,43,45,XX,47,57,XX,XX,XX,68,72,80,XX,02,XX,XX,03,XX,06,07,15,XX,17,20,XX,XX,XX,23,50,XX,56,XX,60,71,XX,73,XX,XX,74,83,11,14,XX,XX,18,26,XX,27,XX,33,35,XX,XX,41,48,XX,52,XX,XX,61,71,XX,XX,84,85,89,XX,0939
17,XX,18,22,35,XX,38,XX,XX,XX,47,54,59,60,XX,XX,XX,61,XX,65,71,XX,87,XX,88,XX,89,XX,XX,10,XX,19,XX,20,23,44,XX,46,58,66,67,XX,XX,68,XX,70,73,76,XX,87,XX,XX,XX,88,XX,07,XX,08,10,12,XX,24,XX,XX,25,28,29,35,XX,XX,45,XX,XX,52,57,XX,60,XX,70,XX,71,0940
02,03,XX,12,XX,20,XX,XX,23,XX,XX,XX,41,XX,46,47,50,53,59,XX,XX,69,XX,83,89,90,XX,01,05,13,27,46,XX,XX,XX,XX,51,52,53,58,XX,60,XX,XX,XX,63,XX,67,70,XX,87,XX,88,XX,XX,01,07,XX,10,13,XX,15,XX,XX,XX,XX,XX,25,27,40,46,55,XX,73,74,78,XX,XX,85,XX,87,0941
XX,XX,05,XX,10,XX,11,25,45,47,XX,XX,50,51,52,XX,XX,67,69,XX,74,77,83,XX,XX,86,XX,03,XX,XX,XX,10,11,XX,12,23,27,35,52,XX,XX,XX,58,64,XX,77,XX,XX,79,XX,81,82,XX,87,XX,XX,04,XX,07,14,16,20,XX,XX,23,27,XX,34,36,42,XX,XX,XX,56,XX,74,XX,79,87,90,XX,0942
XX,XX,15,XX,18,21,26,XX,30,XX,XX,XX,XX,35,38,51,61,69,71,XX,XX,XX,76,XX,81,86,89,05,09,XX,XX,12,XX,26,XX,27,36,37,XX,38,XX,XX,XX,46,61,62,70,XX,71,72,90,XX,XX,XX,12,14,23,25,XX,34,XX,XX,XX,35,39,XX,XX,40,49,XX,51,XX,52,57,XX,69,77,XX,XX,82,XX,0943
02,05,12,14,XX,XX,XX,19,XX,XX,20,XX,25,XX,27,30,31,XX,34,XX,39,XX,60,XX,72,78,XX,XX,02,12,XX,XX,XX,27,29,32,XX,XX,35,36,XX,XX,52,55,66,XX,78,XX,XX,79,XX,80,81,87,XX,XX,01,XX,XX,06,09,10,11,12,16,XX,21,31,XX,XX,35,XX,XX,XX,46,XX,47,61,XX,69,76,0944
XX,XX,01,03,07,09,XX,XX,11,XX,24,33,40,XX,41,XX,XX,48,XX,67,XX,69,72,83,XX,87,XX,23,XX,XX,XX,24,30,XX,34,44,XX,XX,45,XX,46,XX,48,49,55,60,77,79,XX,XX,XX,86,XX,87,02,XX,06,XX,12,14,38,XX,XX,43,46,XX,49,XX,XX,XX,52,57,60,63,72,XX,XX,78,XX,XX,87,0945
XX,06,XX,11,13,XX,16,XX,18,20,XX,XX,34,XX,56,58,60,XX,XX,73,77,XX,81,83,XX,XX,86,13,XX,16,23,XX,24,XX,XX,31,XX,XX,XX,33,39,40,61,65,XX,71,XX,77,80,XX,83,XX,87,XX,XX,02,05,09,XX,XX,XX,11,17,XX,30,32,44,XX,49,XX,52,XX,XX,63,65,XX,XX,75,79,XX,85,0946
04,XX,05,13,XX,15,XX,23,XX,XX,28,43,52,53,XX,XX,54,XX,61,65,XX,XX,70,XX,74,77,XX,XX,XX,XX,03,XX,18,24,26,27,29,XX,42,XX,49,XX,57,61,XX,XX,62,XX,XX,73,84,XX,88,89,02,XX,XX,09,XX,19,XX,22,26,XX,XX,XX,29,35,37,50,XX,57,70,71,77,XX,XX,XX,84,90,XX,0947
02,05,06,XX,XX,XX,XX,15,19,21,24,32,41,XX,45,XX,XX,XX,XX,XX,46,57,74,75,XX,XX,85,07,XX,XX,12,14,XX,XX,18,22,XX,26,43,XX,46,49,XX,XX,54,58,XX,XX,60,67,73,74,XX,XX,XX,XX,11,16,25,XX,35,XX,48,49,51,53,XX,57,65,XX,XX,XX,XX,XX,71,77,87,XX,88,XX,90,0948
04,XX,06,13,XX,23,27,XX,XX,XX,XX,31,37,39,XX,54,XX,55,57,59,XX,81,XX,XX,84,XX,85,XX,09,21,XX,29,32,34,XX,XX,40,XX,41,42,XX,57,XX,XX,58,XX,73,79,XX,XX,82,83,XX,84,16,18,22,XX,XX,XX,47,XX,51,56,XX,XX,61,63,XX,69,70,XX,71,81,82,XX,83,XX,89,XX,XX,0949
XX,XX,02,09,12,24,XX,42,XX,50,XX,54,XX,57,XX,58,XX,59,62,68,XX,76,82,XX,XX,88,XX,05,12,13,14,20,XX,XX,XX,XX,XX,26,27,XX,33,41,43,XX,XX,44,48,62,XX,XX,63,XX,XX,73,XX,XX,01,03,30,33,XX,35,XX,41,42,49,XX,53,57,XX,XX,XX,62,63,XX,75,XX,81,XX,XX,89,0950
01,15,XX,XX,XX,17,XX,20,22,XX,25,32,XX,35,XX,XX,39,54,XX,59,XX,60,XX,72,73,XX,90,XX,01,XX,XX,07,09,18,XX,32,XX,35,39,XX,42,XX,48,53,XX,55,56,70,XX,XX,83,86,XX,XX,12,XX,XX,13,XX,16,XX,24,25,XX,XX,35,XX,36,38,40,XX,45,70,XX,XX,XX,71,76,77,80,XX,0951
XX,06,18,XX,25,34,XX,42,XX,XX,44,50,53,56,XX,XX,60,XX,63,64,XX,XX,XX,66,82,XX,86,XX,XX,XX,05,13,16,XX,29,35,XX,XX,38,XX,44,XX,50,54,63,64,XX,65,79,80,XX,84,XX,XX,02,04,XX,XX,XX,06,07,XX,23,34,35,XX,XX,45,58,XX,XX,72,XX,75,XX,83,XX,XX,85,88,90,0952
XX,01,XX,XX,16,27,30,39,XX,40,41,XX,XX,56,XX,67,XX,73,75,78,79,XX,XX,XX,XX,83,89,XX,09,XX,XX,12,14,18,XX,26,XX,XX,32,XX,36,XX,38,42,61,XX,65,81,82,XX,XX,86,XX,87,11,XX,XX,21,XX,28,XX,33,34,38,42,46,XX,XX,XX,47,XX,59,XX,60,62,64,XX,69,71,XX,XX,0953
02,XX,16,XX,XX,17,XX,21,22,XX,26,XX,34,XX,36,42,45,XX,XX,55,64,XX,66,78,80,XX,XX,02,03,08,11,XX,26,XX,XX,XX,37,40,XX,41,42,XX,49,XX,XX,54,60,XX,62,XX,XX,70,78,XX,08,14,XX,XX,19,XX,36,42,XX,49,50,XX,XX,52,53,XX,56,XX,XX,XX,57,61,64,XX,80,88,XX,0954
05,09,XX,XX,XX,20,23,XX,48,52,53,57,XX,XX,XX,61,64,XX,XX,65,XX,XX,68,69,86,XX,89,01,03,20,XX,XX,XX,XX,26,27,28,XX,XX,36,41,44,45,XX,XX,XX,XX,54,69,81,85,89,XX,XX,XX,02,XX,03,XX,05,XX,10,17,XX,XX,18,24,27,33,XX,XX,42,XX,44,49,XX,53,59,XX,XX,80,0955
XX,XX,XX,03,11,13,22,37,XX,42,45,52,XX,60,XX,XX,XX,63,XX,73,76,XX,XX,XX,79,84,89,09,16,XX,23,25,XX,34,XX,XX,36,39,40,XX,XX,XX,XX,42,44,XX,XX,46,47,XX,52,XX,72,83,XX,XX,02,XX,08,11,17,XX,18,22,XX,29,34,XX,XX,40,XX,50,XX,54,58,XX,XX,XX,60,71,75,0956
XX,09,15,XX,20,32,XX,36,XX,37,41,XX,XX,46,XX,54,XX,68,XX,XX,74,XX,76,77,XX,88,90,04,10,XX,19,20,XX,XX,26,XX,43,XX,XX,57,58,59,XX,XX,61,XX,XX,XX,64,67,73,81,82,XX,03,20,XX,26,XX,XX,37,41,XX,48,XX,XX,51,XX,54,56,57,XX,65,XX,76,79,XX,XX,80,XX,83,0957
XX,14,18,XX,24,28,XX,30,XX,XX,XX,XX,34,38,57,XX,60,63,70,XX,72,XX,77,XX,79,82,XX,12,15,16,19,XX,XX,23,XX,XX,29,XX,XX,37,40,XX,48,57,XX,XX,68,XX,74,XX,78,85,89,XX,XX,11,XX,XX,13,XX,15,23,33,34,XX,40,58,XX,73,XX,XX,74,XX,77,XX,80,83,88,XX,XX,90,0958
03,05,11,XX,18,XX,XX,20,XX,32,XX,35,36,45,XX,XX,47,XX,73,75,80,XX,81,XX,XX,90,XX,01,XX,XX,04,XX,XX,05,08,11,XX,14,XX,16,22,23,XX,XX,46,56,XX,68,74,XX,XX,76,XX,79,XX,02,03,05,15,XX,27,XX,XX,XX,XX,32,40,48,XX,49,67,XX,73,76,XX,80,82,XX,XX,XX,89,0959
02,06,08,XX,XX,09,16,XX,XX,XX,XX,XX,21,32,XX,34,43,54,72,XX,XX,73,80,XX,XX,82,88,XX,XX,XX,07,10,15,XX,20,21,34,XX,XX,37,XX,41,47,48,XX,XX,61,66,69,XX,71,XX,86,XX,02,XX,06,XX,16,XX,XX,18,32,XX,36,42,43,XX,49,51,XX,XX,XX,56,64,75,XX,88,XX,90,XX,0960
18,21,XX,24,XX,XX,XX,25,26,XX,XX,27,33,XX,37,40,XX,52,XX,XX,57,63,66,72,83,XX,XX,03,09,20,XX,XX,24,XX,XX,28,XX,XX,31,34,41,XX,43,XX,52,XX,62,69,70,73,XX,86,XX,XX,10,12,15,XX,24,XX,XX,26,XX,XX,XX,40,XX,43,51,XX,64,68,XX,72,XX,73,74,XX,75,89,XX,0961
04,09,19,20,26,XX,XX,XX,XX,XX,XX,27,XX,38,XX,40,46,47,XX,48,XX,55,74,77,XX,88,XX,05,09,11,20,28,XX,XX,XX,XX,38,41,48,57,XX,68,XX,XX,XX,XX,XX,XX,75,XX,77,78,82,88,01,XX,06,XX,XX,XX,12,14,16,XX,17,XX,25,28,XX,XX,38,46,47,XX,51,61,76,XX,77,XX,XX,0962
06,XX,07,XX,08,XX,XX,09,12,XX,13,31,47,56,58,XX,XX,XX,61,XX,62,XX,XX,XX,66,70,85,15,19,XX,23,25,XX,38,XX,XX,45,XX,XX,XX,46,49,55,60,XX,65,71,78,82,XX,XX,83,XX,XX,10,XX,14,XX,XX,XX,20,37,38,41,XX,XX,XX,45,XX,46,58,65,XX,XX,XX,78,79,83,86,87,XX,0963
XX,07,XX,09,16,17,XX,21,XX,28,XX,30,XX,XX,40,41,42,XX,XX,XX,52,53,XX,XX,64,81,88,02,XX,XX,XX,XX,11,15,17,20,XX,XX,29,33,41,XX,XX,54,56,58,XX,65,70,XX,XX,XX,79,87,02,XX,11,13,XX,14,XX,16,XX,20,24,XX,31,34,35,XX,XX,XX,XX,XX,51,62,XX,68,78,XX,90,0964
19,XX,24,XX,30,XX,XX,32,35,39,XX,XX,40,XX,51,52,XX,60,62,XX,68,XX,81,88,XX,XX,90,02,06,XX,XX,XX,18,23,30,XX,41,42,XX,51,54,XX,XX,XX,70,XX,XX,71,XX,73,78,80,XX,90,01,XX,02,XX,03,XX,22,30,XX,XX,XX,36,37,47,52,57,XX,XX,58,XX,70,73,XX,XX,XX,75,84,0965
04,07,XX,XX,12,21,30,XX,XX,34,XX,XX,39,43,47,XX,XX,64,XX,66,XX,71,XX,72,73,87,XX,01,XX,04,11,XX,15,16,XX,XX,20,XX,28,33,XX,XX,XX,42,43,60,XX,XX,64,69,87,88,XX,XX,XX,04,XX,06,08,19,XX,25,XX,XX,29,38,42,49,52,XX,XX,XX,58,XX,68,XX,74,XX,81,XX,90,0966
XX,06,XX,22,28,XX,30,XX,32,XX,34,42,XX,44,48,XX,XX,60,64,XX,66,XX,67,XX,70,79,XX,XX,03,XX,06,20,21,XX,XX,29,XX,33,XX,37,XX,54,58,XX,59,60,XX,63,XX,68,77,XX,XX,81,XX,XX,04,06,12,XX,13,XX,15,XX,27,XX,30,XX,XX,44,45,46,XX,54,56,63,77,XX,XX,XX,85,0967
03,XX,09,XX,12,13,XX,XX,15,23,31,XX,XX,37,41,46,XX,XX,XX,XX,XX,53,63,XX,83,85,89,04,XX,08,13,XX,19,XX,24,XX,XX,33,XX,36,XX,38,43,XX,59,XX,60,XX,61,XX,XX,77,84,85,08,22,36,XX,37,XX,38,XX,XX,40,XX,43,52,53,56,XX,XX,XX,XX,67,72,75,XX,XX,XX,81,90,0968
XX,XX,01,07,15,XX,24,28,XX,52,XX,59,66,XX,XX,XX,67,68,XX,71,76,77,XX,79,88,XX,XX,XX,XX,XX,02,04,07,XX,08,15,19,XX,20,33,42,XX,XX,43,XX,XX,47,60,XX,XX,XX,61,77,82,XX,13,XX,15,18,XX,22,30,XX,36,XX,XX,XX,37,43,45,46,XX,47,48,XX,62,XX,XX,66,XX,83,0969
10,XX,XX,XX,11,XX,13,22,23,33,XX,42,52,59,66,XX,XX,XX,67,68,XX,XX,XX,69,70,XX,77,XX,04,08,XX,13,XX,XX,17,20,XX,32,44,48,51,XX,XX,XX,54,59,61,XX,71,XX,74,XX,84,XX,XX,XX,XX,02,03,09,14,18,XX,29,39,XX,XX,XX,43,48,XX,51,56,XX,XX,59,62,XX,XX,67,82,0970
06,XX,XX,08,21,XX,XX,31,35,36,XX,XX,42,XX,54,59,XX,69,XX,78,79,84,XX,88,89,XX,XX,05,07,XX,XX,XX,09,10,XX,15,16,XX,17,XX,20,28,32,XX,XX,XX,40,48,XX,XX,61,XX,73,77,XX,05,11,XX,12,XX,16,27,XX,37,46,XX,49,XX,52,XX,56,XX,63,72,74,XX,XX,XX,76,XX,86,0971
XX,04,XX,05,12,28,XX,XX,47,51,XX,XX,53,54,XX,60,64,XX,XX,71,72,76,XX,XX,79,82,XX,XX,08,09,18,29,35,XX,XX,XX,XX,XX,XX,37,40,43,44,52,XX,XX,59,61,67,XX,68,XX,80,XX,02,23,XX,26,32,XX,XX,35,XX,XX,44,XX,45,55,56,XX,XX,62,XX,XX,70,72,80,84,XX,85,XX,0972
02,XX,08,10,XX,XX,XX,15,34,XX,XX,40,44,XX,XX,46,48,51,XX,XX,58,XX,61,78,XX,79,89,04,XX,08,10,29,XX,33,XX,XX,38,XX,XX,42,45,XX,49,52,XX,60,XX,72,XX,77,XX,82,88,XX,07,XX,XX,13,23,26,XX,XX,37,XX,XX,38,42,43,XX,XX,45,47,XX,49,XX,60,63,XX,65,76,XX,0973
04,13,XX,XX,14,16,XX,XX,19,20,21,25,XX,49,50,XX,XX,XX,51,XX,54,XX,59,84,88,XX,XX,XX,02,07,15,19,XX,20,XX,XX,XX,XX,XX,30,45,XX,51,53,57,62,XX,70,XX,71,XX,78,80,XX,03,XX,09,13,XX,15,23,XX,XX,24,XX,28,XX,30,44,XX,XX,53,64,65,69,XX,XX,79,XX,XX,90,0974
01,XX,02,XX,03,04,12,XX,XX,XX,16,28,32,35,XX,36,XX,XX,XX,XX,53,60,71,XX,77,XX,84,XX,XX,06,27,29,XX,30,XX,31,33,43,48,XX,49,XX,56,XX,XX,66,XX,68,72,XX,XX,XX,84,90,XX,XX,06,XX,XX,17,19,21,24,30,XX,41,45,XX,XX,51,XX,52,53,XX,XX,67,74,80,XX,89,XX,0975
04,XX,09,XX,13,22,34,XX,XX,XX,XX,43,XX,52,58,62,70,XX,XX,74,75,XX,77,78,XX,83,XX,XX,02,XX,04,XX,06,32,39,XX,XX,XX,XX,40,43,66,XX,79,81,82,XX,XX,85,XX,XX,86,89,90,03,05,20,XX,XX,XX,28,35,XX,52,53,63,XX,XX,XX,66,69,XX,XX,XX,71,79,XX,80,81,XX,85,0976
04,17,XX,XX,22,38,XX,50,XX,53,XX,XX,XX,56,58,63,XX,64,70,XX,XX,73,XX,75,79,XX,85,XX,12,XX,XX,13,20,25,XX,28,XX,XX,34,35,44,XX,48,XX,54,66,78,81,XX,XX,XX,86,XX,89,XX,05,XX,13,15,XX,16,XX,23,38,40,46,XX,49,51,XX,XX,XX,55,65,XX,71,XX,XX,86,90,XX,0977
XX,08,XX,09,XX,13,20,XX,24,26,XX,34,45,XX,54,XX,XX,64,XX,70,81,XX,83,XX,85,XX,86,08,10,XX,11,14,XX,XX,XX,16,XX,35,46,58,XX,67,68,XX,XX,XX,71,76,80,XX,XX,XX,82,86,XX,05,XX,XX,12,14,27,29,XX,XX,41,45,XX,51,XX,XX,58,70,74,77,XX,82,88,XX,89,XX,XX,0978
XX,01,02,27,38,XX,XX,XX,45,XX,46,XX,47,52,XX,54,70,XX,71,80,XX,83,XX,85,86,XX,XX,06,XX,XX,07,XX,16,27,28,XX,XX,33,XX,XX,34,XX,40,54,60,XX,XX,64,XX,72,77,XX,81,87,06,XX,22,27,XX,48,XX,XX,50,XX,XX,51,57,59,XX,XX,63,68,70,71,XX,78,80,XX,XX,XX,85,0979
13,XX,15,17,19,XX,30,XX,XX,52,54,57,XX,XX,58,XX,XX,59,64,70,XX,71,XX,81,90,XX,XX,07,XX,11,XX,13,XX,XX,15,21,22,XX,35,41,XX,49,XX,59,XX,66,XX,70,71,73,XX,80,XX,XX,11,XX,12,14,15,XX,XX,XX,27,XX,30,XX,35,36,XX,XX,41,43,80,82,83,86,XX,88,XX,XX,XX,0980
05,XX,XX,06,XX,12,19,XX,30,35,40,XX,43,XX,XX,60,61,XX,72,XX,XX,76,80,XX,XX,81,89,01,XX,XX,XX,XX,06,09,10,22,30,XX,XX,33,XX,XX,39,52,63,XX,XX,71,78,XX,XX,84,89,90,XX,XX,XX,09,10,14,15,19,XX,XX,28,30,XX,32,XX,34,XX,40,XX,XX,48,XX,49,XX,52,53,59,0981
05,XX,22,25,XX,38,XX,41,XX,XX,XX,XX,51,58,59,68,71,XX,XX,XX,79,84,XX,87,89,XX,90,06,XX,11,14,XX,16,22,XX,XX,XX,25,28,XX,29,XX,30,35,XX,XX,37,57,XX,XX,60,XX,83,84,04,09,10,17,XX,XX,21,XX,XX,23,XX,25,26,XX,XX,27,39,XX,XX,52,57,69,XX,XX,XX,77,87,0982
XX,07,12,16,XX,28,XX,36,XX,41,56,XX,57,XX,XX,XX,59,60,65,XX,67,XX,75,77,XX,XX,85,XX,XX,23,26,XX,28,33,XX,36,46,53,56,XX,57,59,XX,XX,XX,XX,61,62,67,XX,69,84,XX,XX,XX,01,XX,02,XX,XX,07,09,15,XX,21,23,XX,27,29,XX,XX,39,45,56,XX,XX,63,XX,XX,76,83,0983
